"Gene","L_acetotolerans_BM-LA14527","L_acetotolerans_CN247","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"L_helveticus_IMAU50022_01621","","","62","194","656","94","8.635097493036211","32.63888888888889","0.04579456877042997","7.122859629045468e-79","1.781071050242819e-74","7.743787174968778e-76"
"L_sp_wkB8_01444/6","1020_g_909","1020_g_2475","174","251","544","37","24.233983286908078","12.847222222222221","0.04714963674712913","1.2256679756936828e-78","3.0647827732220537e-74","1.2769928221758557e-75"
"L_crispatus_Chicken_14_mag_17_01020/0.1","","","23","159","695","129","3.203342618384401","44.79166666666667","0.026849463825166283","5.700546765928433e-78","1.4254217188204047e-73","5.701686875281619e-75"
"L_amylovorus_DSM_20531_00778","","","184","254","534","34","25.62674094707521","11.805555555555555","0.04612344805213955","7.741123930080306e-78","1.9356680387165806e-73","7.4448770719868485e-75"
"L_delbrueckii_subsp_bulgaricus_LJJ_00227/5","","","88","209","630","79","12.256267409470752","27.430555555555557","0.052798663324979116","2.209936332521283e-77","5.5259457994694684e-73","2.0466465923960995e-74"
"L_sp_UBA9140_00896/9","1020_g_1304","1020_g_2888","150","239","568","49","20.891364902506965","17.01388888888889","0.05414284872414403","2.4639928503025414e-76","6.161214122181505e-72","2.2004336150648232e-73"
"L_delbrueckii_subsp_lactis_NWC_1_2_01394","","","30","160","688","128","4.178272980501393","44.44444444444444","0.03488372093023256","2.4438141393684146e-73","6.11075725549072e-69","2.107157674307145e-70"
"L_crispatus_MHKL_MAG_00244_00033/0.1","","","82","198","636","90","11.420612813370473","31.25","0.058604917095483135","1.0780130654555898e-71","2.6955716701717024e-67","8.985238900572341e-69"
"L_sp_LAC5_00114","1020_g_911","1020_g_2477","158","237","560","51","22.00557103064067","17.708333333333336","0.060714285714285714","1.6312800133175423e-71","4.0790156733005144e-67","1.315811507516295e-68"
"L_sp_3B-2020_01673","1020_g_905","1020_g_2471","165","239","553","49","22.98050139275766","17.01388888888889","0.06117260738308352","6.194768291421017e-71","1.5490018112698254e-66","4.840630660218204e-68"
"uncultured_L_sp_Chicken_14_mag_2_00602","","","66","186","652","102","9.192200557103064","35.41666666666667","0.055511577280823274","1.143815386327519e-70","2.860110373511961e-66","8.667001131854428e-68"
"L_delbrueckii_ME-788_01189","1020_g_907","1020_g_2473","161","237","557","51","22.42339832869081","17.708333333333336","0.062200304524691497","2.0276814504467684e-70","5.070217466842144e-66","1.49124043142416e-67"
"L_amylovorus_1394N20_02017","","","158","234","560","54","22.00557103064067","18.75","0.06510989010989011","3.3934499540540374e-69","8.485321610112121e-65","2.424377602889177e-66"
"L_sp_UBA10789_00630","1020_g_908","1020_g_2474","162","235","556","53","22.56267409470752","18.40277777777778","0.06571253635389561","2.3443532894205686e-68","5.862055400196132e-64","1.6283487222767033e-65"
"L_sp_S2-2_00465","","","11","130","707","158","1.532033426183844","54.861111111111114","0.01890980306821891","9.034759844315171e-68","2.2591416990710085e-63","6.10578837586759e-65"
"L_delbrueckii_subsp_lactis_CIRM_BIA_233_01383","1020_g_913","1020_g_2479","152","229","566","59","21.16991643454039","20.48611111111111","0.06919005662968507","3.289506965666944e-67","8.225412167650193e-63","2.1645821493816298e-64"
"L_delbrueckii_subsp_lactis_FAM_21753_00581","","","48","167","670","121","6.685236768802229","42.01388888888889","0.05190812405040665","8.482692960351057e-67","2.1210973747357817e-62","5.438711217271235e-64"
"L_delbrueckii_subsp_lactis_CIRM_BIA_1375_00331","1020_g_904","1020_g_2470","165","234","553","54","22.98050139275766","18.75","0.06885519543747391","1.1005151183279901e-66","2.7518380533791394e-62","6.879595133447849e-64"
"L_sp_UBA10789_00635","1020_g_903","1020_g_2469","165","233","553","55","22.98050139275766","19.09722222222222","0.07043128002545615","6.301858381163034e-66","1.5757796882098165e-61","3.8433650931946744e-63"
"L_sp_LAC2_01554","","","23","142","695","146","3.203342618384401","50.69444444444444","0.03402573715675347","9.748611195304738e-66","2.43764022938595e-61","5.803905308061785e-63"
"L_equicursoris_DSM_19284_01258","1020_g_902","1020_g_2468","155","227","563","61","21.58774373259053","21.180555555555554","0.07398220671199755","2.171040725870521e-64","5.428687335039238e-60","1.2624854267533113e-61"
"L_helveticus_IMAU30035_00181","","","11","124","707","164","1.532033426183844","56.94444444444444","0.020577633800246384","1.3325807237838125e-63","3.3321180998214234e-59","7.572995681412326e-61"
"uncultured_L_sp_Chicken_10_mag_2_00201","","","159","227","559","61","22.14484679665738","21.180555555555554","0.07643447629104837","3.469512873252896e-63","8.675516939568866e-59","1.927892653237526e-60"
"L_sp_LAC3_01208/2","","","10","121","708","167","1.392757660167131","57.986111111111114","0.019493860017742913","1.5421986895581146e-62","3.856267823240065e-58","8.383190920087099e-60"
"L_terrae_NIBRBAC000499792_00322/12","","","131","213","587","75","18.245125348189415","26.041666666666668","0.07858051203301582","1.998840248326601e-62","4.9981000409406656e-58","1.0634255406256736e-59"
"L_gasseri_DSM_14869_01503/4","1020_g_1016","1020_g_2286","184","236","534","52","25.62674094707521","18.055555555555554","0.0759220465942995","4.264334232200535e-62","1.0662967747617438e-57","2.221451614086966e-59"
"L_sp_W8086_00434","","","184","235","534","53","25.62674094707521","18.40277777777778","0.07771137142401785","3.339262223800986e-61","8.349825190614366e-57","1.7040459572682378e-58"
"L_paragasseri_JCM_1130_00508","","","110","200","608","88","15.32033426183844","30.555555555555557","0.07960526315789473","4.016982375350605e-61","1.0044464429564187e-56","2.0088928859128374e-58"
"L_crispatus_DISK12_01643","","","46","157","672","131","6.406685236768802","45.48611111111111","0.057116317864725506","4.846432621660925e-61","1.2118504770463143e-56","2.3761774059731653e-58"
"L_sp_UBA10990_02136","","","67","173","651","115","9.331476323119778","39.93055555555556","0.06841408948438596","5.7329073840186874e-61","1.4335134913738727e-56","2.7567567141805245e-58"
"L_acidophilus_JBNU_C5_00856","","1020_g_1509;1020_g_1713;1020_g_2588;1020_g_2605","268","263","450","25","37.32590529247911","8.680555555555555","0.05661174482467258","9.291883837677627e-61","2.323435553611291e-56","4.383840667191115e-58"
"L_helveticus_IMAU10031_01663","","","30","141","688","147","4.178272980501393","51.041666666666664","0.045460168233547746","4.645579313628029e-60","1.1616271073726886e-55","2.1511613099494234e-57"
"uncultured_L_sp_Chicken_14_mag_2_00604","","","47","156","671","132","6.545961002785515","45.83333333333333","0.05926860025220681","8.260351876298011e-60","2.0655009866683175e-55","3.755456339396941e-57"
"L_sp_UBA10990_01594/2","","","27","136","691","152","3.7604456824512535","52.77777777777778","0.043670724440282624","9.360979322678175e-59","2.3407128796356775e-54","4.1798444279208525e-56"
"L_delbrueckii_ME-783_00001/0.1","","","120","202","598","86","16.71309192200557","29.86111111111111","0.0854332924931289","1.0385064740316716e-58","2.596785438316195e-54","4.555763926870517e-56"
"L_crispatus_MHKL_MAG_00318_00164","","","543","60","175","228","75.6267409470752","79.16666666666666","11.790857142857142","1.28749965289158e-58","3.219392882055396e-54","5.550677382854131e-56"
"L_sp_UBA10789_01339","","","90","184","628","104","12.534818941504177","36.11111111111111","0.08100249238438106","3.8306654622558655e-58","9.578578988370792e-54","1.6234879641306428e-55"
"L_iners_MHKL_MAG_00186_00444","","","467","33","251","255","65.041782729805","88.54166666666666","14.377037305324158","4.132634399905568e-58","1.0333652316963873e-53","1.7222753861606455e-55"
"L_delbrueckii_subsp_lactis_CIRM_BIA_230_01331/2","1020_g_1017","1020_g_2287","69","170","649","118","9.610027855153204","40.97222222222222","0.07379679144385026","5.279862446860641e-58","1.3202296048375032e-53","2.1643108276024643e-55"
"L_delbrueckii_subsp_sunkii_CIP_101810_00936","","","109","193","609","95","15.181058495821729","32.98611111111111","0.0880999174727958","1.1268278664133998e-56","2.817633079966706e-52","4.544569483817268e-54"
"L_crispatus_CM_H01_S776-bin_1_00326","1020_g_518","1020_g_2678","388","285","330","3","54.038997214484674","1.0416666666666665","0.012376395534290272","3.156250831600225e-56","7.892205204416362e-52","1.2527309848279941e-53"
"L_delbrueckii_subsp_lactis_FAM_20544_00479","","","44","148","674","140","6.128133704735376","48.61111111111111","0.06175314780656027","3.404304634786297e-56","8.512463739283135e-52","1.33007245926299e-53"
"L_sp_UBA11212_01266","1020_g_906","1020_g_2472","9","110","709","178","1.2534818941504178","61.80555555555556","0.02054109501218105","3.8758845948335147e-56","9.691649429381203e-52","1.4910229891355697e-53"
"L_delbrueckii_subsp_bulgaricus_ACA_DC_87_00199","","","27","131","691","157","3.7604456824512535","54.513888888888886","0.04682891262800897","1.8170621541641468e-55","4.543563916487449e-51","6.88418775225371e-53"
"L_delbrueckii_ME-788_01388","","","37","140","681","148","5.153203342618385","51.388888888888886","0.05743654289909796","5.1820604509216624e-55","1.2957742157529617e-50","1.933991366795465e-52"
"L_helveticus_FAM13019_00217","","","47","148","671","140","6.545961002785515","48.61111111111111","0.0662585088814597","1.45609920605727e-54","3.6409760647462036e-50","5.3543765658032404e-52"
"L_helveticus_IMAU40088_01740","1020_g_1328","1020_g_1834","26","128","692","160","3.6211699164345403","55.55555555555556","0.04696531791907514","3.380620442327741e-54","8.453241416040517e-50","1.225107451600075e-51"
"L_crispatus_D31t1_170403_E4_00536","","","469","39","249","249","65.32033426183844","86.45833333333334","12.025641025641026","1.297797433184984e-53","3.245142481679052e-49","4.6359178309700747e-51"
"L_johnsonii_Q1-7_00150/5/0.1","","","135","201","583","87","18.802228412256266","30.208333333333332","0.10022784874939197","1.0505384390856602e-52","2.6268713669336934e-48","3.699818826667174e-50"
"L_equicursoris_DSM_19284_01504","","","61","156","657","132","8.495821727019498","45.83333333333333","0.07856222924716075","1.1369914133909425e-52","2.843047029184052e-48","3.948676429422294e-50"
"L_paragasseri_NCK1347_00648","","","464","39","254","249","64.62395543175488","86.45833333333334","11.663234403391884","4.33655921038657e-52","1.0843566305571619e-47","1.4854200418591258e-49"
"L_mulieris_MHKL_MAG_00236_00501/0.1","","","63","156","655","132","8.774373259052924","45.83333333333333","0.08138578978273635","9.662884509962326e-52","2.4162042717160795e-47","3.2651409077244317e-49"
"L_crispatus_CM_A02_S777-bin_1_00080","","","143","203","575","85","19.91643454038997","29.51388888888889","0.1041336474619833","1.9685146180608963e-51","4.922270802461271e-47","6.563027736615028e-49"
"L_mulieris_MHKL_MAG_00238_01435","","","133","198","585","90","18.52367688022284","31.25","0.10334110334110334","2.0204122074035596e-51","5.052040724612601e-47","6.647422006069212e-49"
"L_sp_UMNPBX3_01467","1020_g_1008","1020_g_1497","22","119","696","169","3.064066852367688","58.68055555555556","0.04489036994107988","3.3848903786241694e-51","8.463918391749736e-47","1.0992101807467189e-48"
"L_helveticus_NBIMCC_8269_179_01973","","","9","102","709","186","1.2534818941504178","64.58333333333334","0.023147764042147183","6.586472856680403e-51","1.6469475378129346e-46","2.111471202324275e-48"
"L_hamsteri_DSM_5661_00940","1020_g_108","1020_g_1660","310","264","408","24","43.17548746518106","8.333333333333332","0.06907308377896614","8.366803395978886e-51","2.0921191891645207e-46","2.6482521381829375e-48"
"L_sp_UBA9489_00103/0.4","","","38","134","680","154","5.2924791086350975","53.47222222222222","0.06422300263388937","1.269840366798041e-50","3.1752358371785014e-46","3.969044796473127e-48"
"L_delbrueckii_subsp_sunkii_CIRM_BIA_266_00650","","","37","133","681","155","5.153203342618385","53.81944444444444","0.06331909067823745","1.4524831262361137e-50","3.631934057153403e-46","4.483869206362225e-48"
"L_apis_ESL0185_01314","1020_g_646","1020_g_2796","241","242","477","46","33.56545961002785","15.972222222222221","0.0960375625898782","4.273039775651729e-50","1.0684735959017148e-45","1.3030165803679449e-47"
"L_amylolyticus_L5_01660/0.1","","","56","146","662","142","7.7994428969359335","49.30555555555556","0.08227455200099325","8.404678662501424e-49","2.1015898995584812e-44","2.5320360235644354e-46"
"L_helveticus_IMAU80756_00108","","","166","209","552","79","23.119777158774372","27.430555555555557","0.11367103529574925","4.907035007689747e-48","1.2270041036728212e-43","1.460719171039073e-45"
"L_gallinarum_Chicken_14_mag_96_00421","1020_g_1049","1020_g_2141","338","268","380","20","47.07520891364902","6.944444444444445","0.06637863315003928","5.3783511060708646e-48","1.3448566940730197e-43","1.5821843459682585e-45"
"L_crispatus_CM_H01_S776-bin_1_00267/0.1","","","9","97","709","191","1.2534818941504178","66.31944444444444","0.024995274308231428","1.0385298666845791e-47","2.59684393164479e-43","3.0195859670288257e-45"
"L_delbrueckii_subsp_lactis_FAM_21784_00754","","","74","157","644","131","10.30640668523677","45.48611111111111","0.09587767535704396","1.4398662217645135e-47","3.600385487522166e-43","4.1383741235886966e-45"
"L_helveticus_FAM1450_00107/0.2","","","12","101","706","187","1.6713091922005572","64.93055555555556","0.031470002524331755","1.5407434661731195e-47","3.852629037165885e-43","4.3779875422339605e-45"
"L_crispatus_0421_295_1_2_MRS3_S780-bin_2_00387","1020_g_536","1020_g_2840","328","265","390","23","45.682451253481894","7.986111111111111","0.07299467827769715","2.0128232973268851e-47","5.033064654965877e-43","5.655128825804356e-45"
"L_helveticus_H10_00244","","1020_g_1887","49","138","669","150","6.8245125348189415","52.083333333333336","0.07961266003769416","2.659750021164341e-47","6.650704927921435e-43","7.389672142134928e-45"
"L_helveticus_IMAU30003_00874","","","14","103","704","185","1.9498607242339834","64.23611111111111","0.035718225948808476","3.9465364396443087e-47","9.868314367330595e-43","1.0844301502561093e-44"
"L_helveticus_IMAU30002_00852","","","14","102","704","186","1.9498607242339834","64.58333333333334","0.03626336898395722","1.6633521024461214e-46","4.1592119321665263e-42","4.520882534963616e-44"
"L_sp_UBA11204_00980/6","","1020_g_2934;1020_g_2935","141","194","577","94","19.637883008356546","32.63888888888889","0.11840483124586824","2.576143586772097e-46","6.441647038723628e-42","6.926502192175944e-44"
"L_gallinarum_Chicken_14_mag_96_00889","","","16","104","702","184","2.2284122562674096","63.888888888888886","0.04032434801665571","3.5001980695725727e-46","8.752245272966218e-42","9.310899226559806e-44"
"L_helveticus_IMAU50019_01354","","","17","105","701","183","2.3676880222841223","63.541666666666664","0.04226615039739148","4.777997158074924e-46","1.194738189376635e-41","1.2576191467122472e-43"
"L_helveticus_IMAU10049_00095/0.1","","","27","116","691","172","3.7604456824512535","59.72222222222222","0.05793702280552922","5.09021592178882e-46","1.2728084912432946e-41","1.3258421783784318e-43"
"L_gallinarum_HFD4_00625","","","14","101","704","187","1.9498607242339834","64.93055555555556","0.03681930693069307","6.97279549452467e-46","1.7435475134058937e-41","1.797471663305045e-43"
"L_helveticus_IMAU10149_01624","","","9","94","709","194","1.2534818941504178","67.36111111111111","0.02619812141763947","8.112193391918846e-46","2.0284539576493074e-41","2.069850977193171e-43"
"L_crispatus_CM_G11_S855-bin_1_00967","","","284","3","434","285","39.55431754874652","98.95833333333334","62.16589861751152","9.197377289290531e-46","2.299804191187097e-41","2.3230345365526236e-43"
"L_helveticus_ATCC_12046_02213","","","36","124","682","164","5.013927576601671","56.94444444444444","0.06981364109355785","1.3201603554329403e-45","3.3010609687600673e-41","3.301060968760067e-43"
"L_helveticus_IMAU30002_00228","","","17","104","701","184","2.3676880222841223","63.888888888888886","0.04290573905409854","1.9791738186729583e-45","4.948924133591732e-41","4.899924884744289e-43"
"L_helveticus_NWC_2_4_02241","1020_g_682","1020_g_3023","38","125","680","163","5.2924791086350975","56.59722222222222","0.07287058823529412","4.0446107891611876e-45","1.0113549278297549e-40","9.915244390487793e-43"
"L_delbrueckii_ME-793_00894","","","47","132","671","156","6.545961002785515","54.166666666666664","0.08278011109605744","1.0873165034759481e-44","2.718834916941608e-40","2.6396455504287457e-42"
"L_helveticus_IMAU40088_01124","","","12","96","706","192","1.6713091922005572","66.66666666666666","0.0339943342776204","2.0332018890285916e-44","5.084021323515993e-40","4.888482041842301e-42"
"L_helveticus_IMAU30049_01963","","","9","91","709","197","1.2534818941504178","68.40277777777779","0.027480277127667818","6.060709163565453e-44","1.5154803263495416e-39","1.443314596523373e-41"
"L_delbrueckii_subsp_bulgaricus_CIRM_BIA_864_01660","1020_g_1048","1020_g_2140","45","129","673","159","6.267409470752089","55.208333333333336","0.08241473444141124","6.715408378899114e-44","1.6791878651437236e-39","1.5841394954186072e-41"
"L_crispatus_MHKL_MAG_00258_00026/3","","","49","132","669","156","6.8245125348189415","54.166666666666664","0.0865606740046202","9.952862001747176e-44","2.4887131435368814e-39","2.325900134146618e-41"
"L_helveticus_CNRZ32_00214","","","11","93","707","195","1.532033426183844","67.70833333333334","0.032623077976000364","2.0686614061720884e-43","5.172687846133307e-39","4.789525783456766e-41"
"L_helveticus_DLBSA202_01852","","","7","87","711","201","0.9749303621169917","69.79166666666666","0.022746010960764344","2.297434082388562e-43","5.7447339230125994e-39","5.270398094506972e-41"
"L_sp_UBA10990_00900/0.1","","","37","121","681","167","5.153203342618385","57.986111111111114","0.07498695404181988","2.810121476555416e-43","7.026708752126817e-39","6.387917047388016e-41"
"L_gasseri_UMB3077_00650","1020_g_445","1020_g_2568","243","233","475","55","33.844011142061284","19.09722222222222","0.12075897899254574","2.983169001137188e-43","7.459414087343539e-39","6.720192871480666e-41"
"L_helveticus_IMAU30046_01121","","","12","94","706","194","1.6713091922005572","67.36111111111111","0.03507925983967211","3.471252250110273e-43","8.679866251400737e-39","7.681297567611271e-41"
"L_helveticus_IMAU30132_01516","","","12","94","706","194","1.6713091922005572","67.36111111111111","0.03507925983967211","3.471252250110273e-43","8.679866251400737e-39","7.681297567611271e-41"
"L_delbrueckii_subsp_lactis_FAM_21748_01697","","","54","135","664","153","7.520891364902507","53.125","0.09216867469879518","3.6419037478390934e-43","9.106580321471654e-39","7.988228352168117e-41"
"L_selangorensis_ATCC_BAA-66_01336","","","33","117","685","171","4.596100278551532","59.375","0.07040988208871421","4.314718907495621e-43","1.07889546281928e-38","9.381699676689392e-41"
"L_sp_W8086_01231","","","270","242","448","46","37.60445682451253","15.972222222222221","0.11455873671782763","4.782759808927416e-43","1.1959290902223005e-38","1.0309733536399142e-40"
"L_nasalidis_YZ01_00713","","","40","123","678","165","5.571030640668524","57.291666666666664","0.07914238434419743","6.902885505314e-43","1.7260665206037657e-38","1.475270530430569e-40"
"L_delbrueckii_subsp_sunkii_CIP_101810_00936/0.1","","","11","92","707","196","1.532033426183844","68.05555555555556","0.03314679294016358","8.527064275774464e-43","2.1321924221574047e-38","1.791758337947399e-40"
"L_helveticus_IMAU60210_01240","","","11","92","707","196","1.532033426183844","68.05555555555556","0.03314679294016358","8.527064275774464e-43","2.1321924221574047e-38","1.791758337947399e-40"
"L_helveticus_LZ-R-5_00734/2/0.1","","","7","86","711","202","0.9749303621169917","70.13888888888889","0.02312497955712557","9.61429704405475e-43","2.40405497586589e-38","2.0033791465549086e-40"
"L_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_00485","","","374","271","344","17","52.089136490250695","5.902777777777778","0.0682013215480992","1.0027808906638547e-42","2.507453617104969e-38","2.072275716615677e-40"
"L_helveticus_CAUH18_01503","","","9","89","709","199","1.2534818941504178","69.09722222222221","0.028383068414129728","1.04891255087172e-42","2.622805833454736e-38","2.149840847094046e-40"
"L_gallinarum_DSM_10532_01239","","","20","103","698","185","2.785515320334262","64.23611111111111","0.05146465629955212","1.07966215199745e-42","2.6996952110696236e-38","2.1948741553411575e-40"
"L_helveticus_IMAU30078_01888","","","12","93","706","195","1.6713091922005572","67.70833333333334","0.0356392214200859","1.4231270801402571e-42","3.558529263890713e-38","2.869781664427994e-40"
"L_crispatus_MHKL_MAG_00258_00026","1020_g_1300","1020_g_2884","314","255","404","33","43.73259052924791","11.458333333333332","0.1005824111822947","1.6732366709839584e-42","4.183928295795388e-38","3.34714263663631e-40"
"L_crispatus_UMNLC19_01604/0.1","1020_g_1368","1020_g_2309","18","100","700","188","2.5069637883008355","65.27777777777779","0.048342857142857146","2.855730628967934e-42","7.140754437734319e-38","5.6226412895545825e-40"
"L_hamsteri_DSM_5661_00434","","","18","100","700","188","2.5069637883008355","65.27777777777779","0.048342857142857146","2.855730628967934e-42","7.140754437734319e-38","5.6226412895545825e-40"
"L_equicursoris_DSM_19284_01465/3","","","19","101","699","187","2.6462395543175488","64.93055555555556","0.05032649187665548","3.557820397964513e-42","8.896329905110265e-38","6.950257738367395e-40"
"L_gallinarum_HFD4_01956","","","7","85","711","203","0.9749303621169917","70.48611111111111","0.023512865061636468","4.0045222729954764e-42","1.001330794362519e-37","7.762254219864489e-40"
"L_johnsonii_DPC_6026_01768","1020_g_1390","1020_g_1750","491","63","227","225","68.38440111420613","78.125","7.724984266834487","4.430490303234471e-42","1.1078441003237794e-37","8.521877694798303e-40"
"L_kefiranofaciens_1207_00825","","","285","6","433","282","39.693593314763234","97.91666666666666","30.935334872979215","4.651904807496972e-42","1.163208797114618e-37","8.879456466523801e-40"
"L_helveticus_IMAU30078_01831","","","15","96","703","192","2.0891364902506964","66.66666666666666","0.04267425320056899","4.855170747712427e-42","1.2140354454654923e-37","9.197238223223427e-40"
"L_delbrueckii_subsp_bulgaricus_LJJ_00227/10","","","49","129","669","159","6.8245125348189415","55.208333333333336","0.09027705356832481","5.5236620688094446e-42","1.3811917003058015e-37","1.038490000229926e-39"
"L_delbrueckii_subsp_lactis_CIRM_BIA_1374_01406","","","22","104","696","184","3.064066852367688","63.888888888888886","0.05592396109637489","5.783431798102181e-42","1.4461471211154503e-37","1.079214269489142e-39"
"L_helveticus_AHU1049_00972","","","6","83","712","205","0.8356545961002786","71.18055555555556","0.020813591444429402","6.837789395607128e-42","1.7097892383715622e-37","1.2665105469418979e-39"
"L_kefiranofaciens_SCB2517_01131","","","24","106","694","182","3.3426183844011144","63.19444444444444","0.05937686912076559","7.043155073515627e-42","1.7611409261325825e-37","1.2949565633327812e-39"
"L_delbrueckii_subsp_lactis_NCIMB_700280_00937","","","30","112","688","176","4.178272980501393","61.111111111111114","0.06852159468438539","7.773086055276889e-42","1.943660168121986e-37","1.4187300497240773e-39"
"L_delbrueckii_ME-783_02068","","","28","110","690","178","3.8997214484679668","61.80555555555556","0.06566534914361001","8.096541977025936e-42","2.0245403213553354e-37","1.4670582038806778e-39"
"L_helveticus_NBIMCC_8269_179_01906","","","5","81","713","207","0.6963788300835655","71.875","0.017921146953405017","1.0430964460329522e-41","2.608262663305397e-37","1.876447959212516e-39"
"L_gallinarum_Chicken_20_mag_156_00274/0.1","","","248","1","470","287","34.540389972144844","99.65277777777779","151.43829787234043","1.1311401015883976e-41","2.8284158240217883e-37","2.02029701715842e-39"
"L_gasseri_MHKL_MAG_00222_01487","1020_g_925","1020_g_2810","297","249","421","39","41.364902506963794","13.541666666666666","0.11049423346593024","1.225112401227759e-41","3.063393559270011e-37","2.1726195455815682e-39"
"L_crispatus_UMNLC12_00104/2","","","315","12","403","276","43.871866295264624","95.83333333333334","17.977667493796528","1.3814195741438287e-41","3.4542396451466436e-37","2.4325631303849603e-39"
"L_crispatus_MHKL_MAG_00120_00549","","","432","43","286","245","60.16713091922006","85.06944444444444","8.606277443486746","2.155162076923842e-41","5.3889827733480665e-37","3.7685194219217245e-39"
"L_helveticus_CNRZ32_01183","","","6","82","712","206","0.8356545961002786","71.52777777777779","0.02117018361194848","2.8427112273478225e-41","7.10819942398323e-37","4.936249599988354e-39"
