"Gene","L_acetotolerans_BM-LA14527","L_acetotolerans_CN247","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"L_acetotolerans_LA1_00288","","","12","17","6","971","66.66666666666666","98.27935222672065","114.23529411764706","4.168833196339744e-16","1.042416740744753e-11","1.7972702426633672e-13"
"L_sp_W8093_01569","","","10","5","8","983","55.55555555555556","99.49392712550608","245.75","4.528376597571316e-16","1.1323205682227076e-11","1.919187403767301e-13"
"L_sp_M0393_00676","","","11","11","7","977","61.111111111111114","98.88663967611336","139.57142857142858","8.252192044710067e-16","2.0634606207797522e-11","3.3827223291471346e-13"
"L_sp_W8086_01426","","","11","11","7","977","61.111111111111114","98.88663967611336","139.57142857142858","8.252192044710067e-16","2.0634606207797522e-11","3.3827223291471346e-13"
"L_bombicola_OCC3_00547","","","11","12","7","976","61.111111111111114","98.78542510121457","127.80952380952381","1.5713702266068403e-15","3.929211251630404e-11","6.139392580672507e-13"
"L_kullabergensis_ESL0186_01376","","","11","12","7","976","61.111111111111114","98.78542510121457","127.80952380952381","1.5713702266068403e-15","3.929211251630404e-11","6.139392580672507e-13"
"L_panisapium_ESL0416_00069","","","11","12","7","976","61.111111111111114","98.78542510121457","127.80952380952381","1.5713702266068403e-15","3.929211251630404e-11","6.139392580672507e-13"
"L_helveticus_ATCC_12046_02213","","","18","142","0","846","100.0","85.62753036437248","inf","1.8302577517459806e-15","4.576559508240825e-11","7.040860781908961e-13"
"L_sp_UBA11204_01834","","","18","145","0","843","100.0","85.32388663967612","inf","2.6059988401954915e-15","6.516300099908827e-11","9.87318196955883e-13"
"L_panisapium_ESL0411_00264","","","11","13","7","975","61.111111111111114","98.68421052631578","117.85714285714286","2.8820829697718144e-15","7.206648465914422e-11","1.075619174017078e-12"
"L_crispatus_Mitchell_12_29_17_B07_S626-bin_1_01468/0.1","","","9","3","9","985","50.0","99.69635627530364","328.3333333333333","3.720205702657997e-15","9.302374359496321e-11","1.3289106227851888e-12"
"L_sp_F4_bin1_01399","","","9","3","9","985","50.0","99.69635627530364","328.3333333333333","3.720205702657997e-15","9.302374359496321e-11","1.3289106227851888e-12"
"L_sp_M0396_00677","","","9","3","9","985","50.0","99.69635627530364","328.3333333333333","3.720205702657997e-15","9.302374359496321e-11","1.3289106227851888e-12"
"L_delbrueckii_subsp_lactis_CIRM_BIA_230_01716/0.1","","","11","14","7","974","61.111111111111114","98.582995951417","109.3265306122449","5.1130022445798145e-15","1.2785062112571826e-10","1.7757030711905315e-12"
"L_ultunensis_MGYG_HGUT_01335_00246/0.1","","","11","14","7","974","61.111111111111114","98.582995951417","109.3265306122449","5.1130022445798145e-15","1.2785062112571826e-10","1.7757030711905315e-12"
"L_amylolyticus_L5_01047/3/0.2","","","12","23","6","965","66.66666666666666","97.67206477732793","83.91304347826087","6.4783133533263554e-15","1.619902253999255e-10","2.1890570999989934e-12"
"L_panisapium_ESL0416_01437","1020_g_1354","1020_g_2590","12","23","6","965","66.66666666666666","97.67206477732793","83.91304347826087","6.4783133533263554e-15","1.619902253999255e-10","2.1890570999989934e-12"
"L_bombicola_L5-31_00727","","","11","15","7","973","61.111111111111114","98.48178137651821","101.93333333333334","8.804669546079968e-15","2.2016076199972962e-10","2.8968521315753897e-12"
"L_sp_wkB8_01547","","","11","15","7","973","61.111111111111114","98.48178137651821","101.93333333333334","8.804669546079968e-15","2.2016076199972962e-10","2.8968521315753897e-12"
"L_crispatus_Chicken_19_mag_104_01818","","","0","831","18","157","0.0","15.890688259109313","0.0","1.0030702859086725e-14","2.5081772499146357e-10","3.257373051837189e-12"
"L_sp_W8086_00241","","","9","4","9","984","50.0","99.59514170040485","246.0","1.1992194742188332e-14","2.9986482952841926e-10","3.844420891389991e-12"
"L_apis_R-53131_01111","","","10","9","8","979","55.55555555555556","99.08906882591093","135.97222222222223","1.3525482716469762e-14","3.3820469532532637e-10","4.2810720927256506e-12"
"L_sp_M0396_00360","1020_g_654","1020_g_1731","12","25","6","963","66.66666666666666","97.46963562753037","77.04","1.4218591379679883e-14","3.5553587744889547e-10","4.444198468111194e-12"
"L_kitasatonis_DSM_16761_01412","","","0","826","18","162","0.0","16.39676113360324","0.0","1.7094159562869234e-14","4.274394598695452e-10","5.277030368759817e-12"
"L_crispatus_DISK12_00617","","","12","26","6","962","66.66666666666666","97.36842105263158","74.0","2.0662564264537477e-14","5.166674194347596e-10","6.150802612318567e-12"
"L_sp_UBA10721_00208","","","12","26","6","962","66.66666666666666","97.36842105263158","74.0","2.0662564264537477e-14","5.166674194347596e-10","6.150802612318567e-12"
"L_sp_UMNPBX3_00816","","","12","26","6","962","66.66666666666666","97.36842105263158","74.0","2.0662564264537477e-14","5.166674194347596e-10","6.150802612318567e-12"
"L_sp_F5_bin2_01924","","","11","17","7","971","61.111111111111114","98.27935222672065","89.75630252100841","2.4152844441354647e-14","6.03941875256073e-10","7.105198532424388e-12"
"L_sp_M0396_00852","","","9","5","9","983","50.0","99.49392712550608","196.6","3.3304437198114216e-14","8.32777452138846e-10","9.683458745800535e-12"
"L_helveticus_KLDS1.8701_00641/4","","","1","860","17","128","5.555555555555555","12.955465587044534","0.008755129958960328","3.412283954071985e-14","8.532416027156999e-10","9.80737474385862e-12"
"L_bombicola_BI-4G_00904","","","11","18","7","970","61.111111111111114","98.17813765182186","84.68253968253968","3.865815401573951e-14","9.666471411635665e-10","1.0984626604131437e-11"
"L_equicursoris_DSM_19284_00069","1020_g_110","1020_g_1940","3","913","15","75","16.666666666666664","7.5910931174089065","0.01642935377875137","3.977812994745739e-14","9.94652139336172e-10","1.1051690437068577e-11"
"L_sp_M0398_00036","","","15","75","3","913","83.33333333333334","92.4089068825911","60.86666666666667","3.977812994745739e-14","9.94652139336172e-10","1.1051690437068577e-11"
"L_crispatus_0421_295_1_2_MRS3_S780-bin_2_00387/0.1","","","12","28","6","960","66.66666666666666","97.16599190283401","68.57142857142857","4.215168428705484e-14","1.0540028655978062e-09","1.1582449072503365e-11"
"L_sp_M0393_00181","","","9","6","9","982","50.0","99.39271255060729","163.66666666666666","8.258183650564988e-14","2.0649588218237752e-09","2.196764704067846e-11"
"L_sp_UBA11204_02058/3/0.1","","","9","6","9","982","50.0","99.39271255060729","163.66666666666666","8.258183650564988e-14","2.0649588218237752e-09","2.196764704067846e-11"
"L_sp_W8172_00218","","","9","6","9","982","50.0","99.39271255060729","163.66666666666666","8.258183650564988e-14","2.0649588218237752e-09","2.196764704067846e-11"
"L_sp_M0393_00105","","","10","12","8","976","55.55555555555556","98.78542510121457","101.66666666666667","9.260179492717861e-14","2.3155078821541012e-09","2.4373767180569488e-11"
"L_iners_C0011D1_00248/0.1","","","10","13","8","975","55.55555555555556","98.68421052631578","93.75","1.6262519854300295e-13","4.066443089567789e-09","4.192209370688442e-11"
"L_sp_UBA10721_01940","","","10","13","8","975","55.55555555555556","98.68421052631578","93.75","1.6262519854300295e-13","4.066443089567789e-09","4.192209370688442e-11"
"L_crispatus_Chicken_10_mag_157_01530/0.1","","","9","7","9","981","50.0","99.2914979757085","140.14285714285714","1.8721728292340973e-13","4.6813681594998606e-09","4.7769062852039395e-11"
"L_delbrueckii_subsp_sunkii_JCM_17838_01886","1020_g_672","1020_g_3033","0","800","18","188","0.0","19.02834008097166","0.0","2.1736138106359427e-13","5.435121333495174e-09","5.4900215489850246e-11"
"L_panisapium_ESL0416_00225","","","8","3","10","985","44.44444444444444","99.69635627530364","262.6666666666667","2.7779877587909633e-13","6.946358390856804e-09","6.946358390856804e-11"
"L_delbrueckii_subsp_bulgaricus_ST7_00248","1020_g_1318","1020_g_1490","18","191","0","797","100.0","80.66801619433198","inf","2.8517639783322325e-13","7.1308358278197475e-09","7.060233492890839e-11"
"L_sp_UBA10789_01134","","","9","8","9","980","50.0","99.19028340080972","122.5","3.945857130967885e-13","9.866615755985197e-09","9.673152701946271e-11"
"L_crispatus_D31t1_170403_E4_00972/12/0.2","1020_g_1376","1020_g_2348","18","196","0","792","100.0","80.16194331983806","inf","4.4442002183143983e-13","1.1112722645895153e-08","1.0789051112519565e-10"
"L_panisapium_ESL0409_00851","","","10","15","8","973","55.55555555555556","98.48178137651821","81.08333333333333","4.578037050910365e-13","1.1447381645801368e-08","1.0799416646982424e-10"
"L_sp_F4_bin2_00391","","","10","15","8","973","55.55555555555556","98.48178137651821","81.08333333333333","4.578037050910365e-13","1.1447381645801368e-08","1.0799416646982424e-10"
"L_sp_M0393_01813/0.2","","","10","15","8","973","55.55555555555556","98.48178137651821","81.08333333333333","4.578037050910365e-13","1.1447381645801368e-08","1.0799416646982424e-10"
"L_crispatus_ATCC_33820_00679","1020_g_364","1020_g_2515","0","788","18","200","0.0","20.242914979757085","0.0","6.289086476002058e-13","1.5725860733243146e-08","1.4697066105834717e-10"
"L_mulieris_MHKL_MAG_00236_00501/0.1","","","18","201","0","787","100.0","79.65587044534414","inf","6.85228824997239e-13","1.713414676905596e-08","1.5864950712088854e-10"
"L_sp_W8093_01346","","","9","9","9","979","50.0","99.08906882591093","108.77777777777777","7.827171642470508e-13","1.9571842691997507e-08","1.795581898348395e-10"
"L_delbrueckii_subsp_sunkii_JCM_17838_00940","1020_g_165","1020_g_1563","18","203","0","785","100.0","79.45344129554655","inf","8.124622121486063e-13","2.03156176147759e-08","1.8277015650779203e-10"
"L_apis_R-53131_01158","","","8","4","10","984","44.44444444444444","99.59514170040485","196.8","8.259559162319736e-13","2.06530276853805e-08","1.8277015650779203e-10"
"L_gasseri_AL5_00078/9/0.2","","","8","4","10","984","44.44444444444444","99.59514170040485","196.8","8.259559162319736e-13","2.06530276853805e-08","1.8277015650779203e-10"
"L_sp_wkB8_01615","","","8","4","10","984","44.44444444444444","99.59514170040485","196.8","8.259559162319736e-13","2.06530276853805e-08","1.8277015650779203e-10"
"L_acetotolerans_CN247_00040/0.1","","","10","17","8","971","55.55555555555556","98.27935222672065","71.3970588235294","1.1641147629568502e-12","2.9108689647736037e-08","2.509369797218624e-10"
"L_bombicola_OCC3_01556","","","10","17","8","971","55.55555555555556","98.27935222672065","71.3970588235294","1.1641147629568502e-12","2.9108689647736037e-08","2.509369797218624e-10"
"L_sp_F5_bin5_00132","","","10","17","8","971","55.55555555555556","98.27935222672065","71.3970588235294","1.1641147629568502e-12","2.9108689647736037e-08","2.509369797218624e-10"
"L_sp_F5_bin3_01399","","","7","1","11","987","38.88888888888889","99.89878542510121","628.0909090909091","1.2444293512676442e-12","3.111695592844744e-08","2.6595688827732853e-10"
"L_johnsonii_L2_01810/0.1","","","8","5","10","983","44.44444444444444","99.49392712550608","157.28","2.1282978706156294e-12","5.321808825474381e-08","4.472108256701161e-10"
"L_kullabergensis_ESL0186_00116","","","8","5","10","983","44.44444444444444","99.49392712550608","157.28","2.1282978706156294e-12","5.321808825474381e-08","4.472108256701161e-10"
"L_helsingborgensis_ESL0183_00077","","","10","19","8","969","55.55555555555556","98.07692307692307","63.75","2.7230947219594624e-12","6.809098352259635e-08","5.67424862688303e-10"
"L_sp_UBA10990_01426/6","","","12","43","6","945","66.66666666666666","95.64777327935222","43.95348837209303","3.035698490687389e-12","7.590764075963816e-08","6.273358740465964e-10"
"L_crispatus_DSM_29598_00315","","","0","768","18","220","0.0","22.267206477732792","0.0","3.249103012422383e-12","8.124382082562168e-08","6.659329575870629e-10"
"L_delbrueckii_subsp_lactis_CIRM_BIA_230_01331/2","1020_g_1017","1020_g_2287","18","221","0","767","100.0","77.63157894736842","inf","3.513735836963573e-12","8.786096460327415e-08","7.143167853924727e-10"
"L_bombicola_OCC3_00900","1020_g_1066","1020_g_2158","10","20","8","968","55.55555555555556","97.97570850202429","60.5","4.0543224775057626e-12","1.0137833355003159e-07","8.175672060486418e-10"
"L_apis_ESL0185_01347/0.2","","","9","12","9","976","50.0","98.78542510121457","81.33333333333333","4.616538052773776e-12","1.1543653400960826e-07","9.234922720768661e-10"
"L_sp_F4_bin2_01530/3/0.2","","","8","6","10","982","44.44444444444444","99.39271255060729","130.93333333333334","4.921622448505651e-12","1.230651693248838e-07","9.767076930546333e-10"
"L_sp_M0398_00591","","","7","2","11","986","38.88888888888889","99.79757085020243","313.72727272727275","5.545939124701187e-12","1.386762078131532e-07","1.0919386441980566e-09"
"L_apis_ESL0185_01347/0.1","","","15","109","3","879","83.33333333333334","88.96761133603239","40.321100917431195","6.233696711878644e-12","1.558735862805255e-07","1.2177623928166054e-09"
"L_ultunensis_MGYG_HGUT_01335_01100/6/0.2","","","12","47","6","941","66.66666666666666","95.24291497975709","40.04255319148936","7.56778056697652e-12","1.8923235307724786e-07","1.4669174657150996e-09"
"L_amylolyticus_LA664_01701/0.1","","","9","13","9","975","50.0","98.68421052631578","75.0","7.748493923590647e-12","1.9375109055938414e-07","1.4678112921165466e-09"
"L_sp_F4_bin2_00390","","","9","13","9","975","50.0","98.68421052631578","75.0","7.748493923590647e-12","1.9375109055938414e-07","1.4678112921165466e-09"
"L_sp_W8172_00655","","","9","13","9","975","50.0","98.68421052631578","75.0","7.748493923590647e-12","1.9375109055938414e-07","1.4678112921165466e-09"
"L_amylovorus_30SC_00764","1020_g_1276","1020_g_2011","0","756","18","232","0.0","23.481781376518217","0.0","8.135368680593434e-12","2.0342489385823882e-07","1.5222709785912822e-09"
"L_sp_LAC2_01297","","","10","22","8","966","55.55555555555556","97.77327935222672","54.88636363636363","8.576459915980956e-12","2.144543801991038e-07","1.5222709785912822e-09"
"uncultured_L_sp_Chicken_7_mag_102_01056/4","","","10","22","8","966","55.55555555555556","97.77327935222672","54.88636363636363","8.576459915980956e-12","2.144543801991038e-07","1.5222709785912822e-09"
"L_helsingborgensis_ESL0183_01684/2","","","9","14","9","974","50.0","98.582995951417","69.57142857142857","1.2625123818264134e-11","3.1569122107569465e-07","1.5222709785912822e-09"
"L_amylolyticus_LA664_00810/0.1","","","9","14","9","974","50.0","98.582995951417","69.57142857142857","1.2625123818264134e-11","3.1569122107569465e-07","1.5222709785912822e-09"
"L_panisapium_ESL0411_01981","","","9","14","9","974","50.0","98.582995951417","69.57142857142857","1.2625123818264134e-11","3.1569122107569465e-07","1.5222709785912822e-09"
"L_sp_F4_bin2_00790","","","9","14","9","974","50.0","98.582995951417","69.57142857142857","1.2625123818264134e-11","3.1569122107569465e-07","1.5222709785912822e-09"
"L_crispatus_Mitchell_12_29_17_G06_S623-bin_1_00999/0.1","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_gasseri_497_LGAS_01632","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_helveticus_IMAU30002_00211/0.1","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_CRM56-2_00997/2","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_F5_bin5_00572/0.2","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_F5_bin5_01211/0.2","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_UBA10721_00707/3","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_UBA10789_00023/0.1","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_UBA10789_01144/0.1","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_UBA11212_00821/0.1","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8085_00864","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00088","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00114","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00115","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00170","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00238","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00259","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00262","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00263","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00264","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
"L_sp_W8086_00307","","","6","0","12","988","33.33333333333333","100.0","inf","1.3088912633358356e-11","3.272882603971257e-07","1.5222709785912822e-09"
