"Gene","L_acetotolerans_BM-LA14527","L_acetotolerans_CN247","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"L_delbrueckii_ME-807_01695","","","77","57","41","831","65.2542372881356","93.58108108108108","27.37997432605905","4.3159776914409693e-48","1.0792102217448144e-43","2.698025554362036e-45"
"L_delbrueckii_subsp_lactis_FAM_19994_01463","","","77","57","41","831","65.2542372881356","93.58108108108108","27.37997432605905","4.3159776914409693e-48","1.0792102217448144e-43","2.698025554362036e-45"
"L_nasalidis_YZ03_00787","","","77","57","41","831","65.2542372881356","93.58108108108108","27.37997432605905","4.3159776914409693e-48","1.0792102217448144e-43","2.698025554362036e-45"
"L_delbrueckii_subsp_lactis_CIRM_BIA_1374_01406","","","75","51","43","837","63.559322033898304","94.25675675675676","28.62517099863201","4.4787697118142397e-48","1.1199163664391507e-43","2.7132819721973524e-45"
"L_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_00967/28","","","76","54","42","834","64.40677966101694","93.91891891891892","27.947089947089946","4.5574022328449826e-48","1.139578428322888e-43","2.7132819721973524e-45"
"L_delbrueckii_QAULDN14_01274","","","77","58","41","830","65.2542372881356","93.46846846846847","26.875525651808243","9.580165058134869e-48","2.395520272786624e-43","5.4443642563332365e-45"
"L_delbrueckii_subsp_bulgaricus_CIRM_BIA_2159_00645","","","77","58","41","830","65.2542372881356","93.46846846846847","26.875525651808243","9.580165058134869e-48","2.395520272786624e-43","5.4443642563332365e-45"
"L_delbrueckii_ME-797_01853","","","75","52","43","836","63.559322033898304","94.14414414414415","28.041144901610018","1.0411742737477461e-47","2.6034562715062393e-43","5.659687546752695e-45"
"L_delbrueckii_P3MRA_01982","","","75","52","43","836","63.559322033898304","94.14414414414415","28.041144901610018","1.0411742737477461e-47","2.6034562715062393e-43","5.659687546752695e-45"
"L_delbrueckii_subsp_bulgaricus_LJJ_00227/5","","","105","192","13","696","88.98305084745762","78.37837837837837","29.278846153846153","1.489336682564218e-47","3.724086374751828e-43","7.923588031386868e-45"
"L_equicursoris_DSM_19284_01751/2/0.1","","","72","44","46","844","61.016949152542374","95.04504504504504","30.023715415019762","1.653564723556884e-47","4.134738591253988e-43","8.438242022967323e-45"
"L_equicursoris_DSM_19284_01883","","","72","44","46","844","61.016949152542374","95.04504504504504","30.023715415019762","1.653564723556884e-47","4.134738591253988e-43","8.438242022967323e-45"
"L_acidophilus_JBNU_C5_01422","","","75","53","43","835","63.559322033898304","94.03153153153153","27.479157525230363","2.39330171719917e-47","5.9844509438565246e-43","1.196890188771305e-44"
"L_delbrueckii_subsp_lactis_FAM_21748_00220","","","81","73","37","815","68.64406779661016","91.77927927927928","24.44094779711218","3.1974990340925137e-47","7.99534633474833e-43","1.5677149675977117e-44"
"L_delbrueckii_ME-793_01261","","","77","60","41","828","65.2542372881356","93.24324324324324","25.917073170731708","4.584945489877194e-47","1.1464656197437923e-42","2.1230844810070227e-44"
"L_delbrueckii_MGYG_HGUT_01369_00393","","","77","60","41","828","65.2542372881356","93.24324324324324","25.917073170731708","4.584945489877194e-47","1.1464656197437923e-42","2.1230844810070227e-44"
"L_delbrueckii_subsp_lactis_FAM_22091_00338","","","77","60","41","828","65.2542372881356","93.24324324324324","25.917073170731708","4.584945489877194e-47","1.1464656197437923e-42","2.1230844810070227e-44"
"L_terrae_NIBRBAC000499792_00322/12","","","110","234","8","654","93.22033898305084","73.64864864864865","38.42948717948718","5.14716896630847e-47","1.287049600025433e-42","2.305040241060972e-44"
"L_delbrueckii_subsp_lactis_KCTC_3034_01632","","","76","57","42","831","64.40677966101694","93.58108108108108","26.38095238095238","5.162257688438889e-47","1.2908225349941444e-42","2.305040241060972e-44"
"L_delbrueckii_subsp_bulgaricus_ST7_01706","","","75","54","43","834","63.559322033898304","93.91891891891892","26.93798449612403","5.441377756094143e-47","1.3606165079113405e-42","2.387046505107615e-44"
"L_delbrueckii_ME-800_00615","","","79","67","39","821","66.94915254237289","92.45495495495496","24.821660926138538","6.272396674718559e-47","1.5684127885133757e-42","2.7041599801954755e-44"
"L_helveticus_NWC_2_3_02421","1020_g_1323","1020_g_1485","116","297","2","591","98.30508474576271","66.55405405405406","115.41414141414141","7.19537080682422e-47","1.799202470246396e-42","3.0494957122820274e-44"
"L_kalixensis_DSM_16043_00588/0.1","","","71","43","47","845","60.16949152542372","95.15765765765765","29.685799109351805","7.861449571633724e-47","1.9657554653870127e-42","3.2762591089783546e-44"
"L_amylolyticus_L6_00773/0.1","","","77","61","41","827","65.2542372881356","93.13063063063063","25.46141543382647","9.89009052288085e-47","2.4730171352463565e-42","3.7072634126299164e-44"
"L_delbrueckii_ME-783_02068","","","77","61","41","827","65.2542372881356","93.13063063063063","25.46141543382647","9.89009052288085e-47","2.4730171352463565e-42","3.7072634126299164e-44"
"L_delbrueckii_ME-788_00833","","","77","61","41","827","65.2542372881356","93.13063063063063","25.46141543382647","9.89009052288085e-47","2.4730171352463565e-42","3.7072634126299164e-44"
"L_delbrueckii_subsp_bulgaricus_CIRM_BIA_864_01825","","","77","61","41","827","65.2542372881356","93.13063063063063","25.46141543382647","9.89009052288085e-47","2.4730171352463565e-42","3.7072634126299164e-44"
"L_delbrueckii_subsp_lactis_CIRM_BIA_225_01483","","","77","61","41","827","65.2542372881356","93.13063063063063","25.46141543382647","9.89009052288085e-47","2.4730171352463565e-42","3.7072634126299164e-44"
"L_delbrueckii_subsp_lactis_FAM_21784_01896","","","77","61","41","827","65.2542372881356","93.13063063063063","25.46141543382647","9.89009052288085e-47","2.4730171352463565e-42","3.7072634126299164e-44"
"L_delbrueckii_MGYG_HGUT_01369_00937","","","72","46","46","842","61.016949152542374","94.81981981981981","28.650283553875237","9.933479249998176e-47","2.483866486462044e-42","3.7072634126299164e-44"
"L_gasseri_DSM_14869_01606/0.1","","","76","58","42","830","64.40677966101694","93.46846846846847","25.894909688013136","1.1361053444756209e-46","2.84083141386129e-42","4.177693255678368e-44"
"L_delbrueckii_subsp_sunkii_CIRM_BIA_266_01528","","","75","55","43","833","63.559322033898304","93.80630630630631","26.416490486257928","1.223997439174364e-46","3.060605596655497e-42","4.435660285007967e-44"
"L_delbrueckii_subsp_bulgaricus_Lb1-GS-1_01198","1020_g_1324","1020_g_1484","116","299","2","589","98.30508474576271","66.32882882882883","114.25418060200668","1.3782088776278403e-46","3.4462112985084146e-42","4.923158997869164e-44"
"L_amylolyticus_L5_01660/0.1","","","90","112","28","776","76.27118644067797","87.38738738738738","22.270408163265305","1.5192884901774333e-46","3.798980869688672e-42","5.350677281251651e-44"
"L_sp_LAC3_00696","1020_g_1322","1020_g_1486","116","300","2","588","98.30508474576271","66.21621621621621","113.68","1.904732191437124e-46","4.762782844688528e-42","6.219053778204243e-44"
"L_delbrueckii_ME-795_01702","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_ME-807_00671","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_bulgaricus_KW14_3_01402","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_bulgaricus_LDB-C1_01494","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_bulgaricus_ND04_00540","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_bulgaricus_VHProbi_R03_00327","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_delbrueckii_KCTC_13731_00459","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_delbrueckii_KCTC_13731_00591","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_lactis_NCIMB_700860_00843","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_lactis_NCIMB_702467_01711","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_subsp_sunkii_CIP_101810_00120","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_equicursoris_DSM_19284_01583","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_kalixensis_DSM_16043_01691/0.1","","","77","62","41","826","65.2542372881356","93.01801801801803","25.020456333595593","2.114055473494744e-46","5.286195711473607e-42","6.219053778204243e-44"
"L_delbrueckii_ME-790_01722","","","76","59","42","829","64.40677966101694","93.35585585585585","25.425343018563357","2.476157560339429e-46","6.191631979628742e-42","7.035945431396299e-44"
"L_delbrueckii_MGYG_HGUT_01369_01529","","","76","59","42","829","64.40677966101694","93.35585585585585","25.425343018563357","2.476157560339429e-46","6.191631979628742e-42","7.035945431396299e-44"
"L_delbrueckii_TS1-06_00183","","","76","59","42","829","64.40677966101694","93.35585585585585","25.425343018563357","2.476157560339429e-46","6.191631979628742e-42","7.035945431396299e-44"
"L_delbrueckii_subsp_lactis_FAM_20544_00479","","","88","104","30","784","74.57627118644068","88.28828828828829","22.112820512820512","2.6092586965374005e-46","6.52445137069177e-42","7.330844236732326e-44"
"L_delbrueckii_subsp_bulgaricus_LDB-C1_01145","","","73","50","45","838","61.86440677966102","94.36936936936937","27.188444444444446","2.689216136434997e-46","6.72438494915571e-42","7.471538832395233e-44"
"L_delbrueckii_ME-789_01668","","","75","56","43","832","63.559322033898304","93.69369369369369","25.91362126245847","2.7247721245838663e-46","6.813292697521958e-42","7.487134832441711e-44"
"L_delbrueckii_subsp_bulgaricus_KW14_3_01923","","","74","53","44","835","62.71186440677966","94.03153153153153","26.49656946826758","2.8052992973606897e-46","7.014650893050404e-42","7.624620535924353e-44"
"L_equicursoris_DSM_19284_00607","","","78","66","40","822","66.10169491525424","92.56756756756756","24.286363636363635","3.543112267103203e-46","8.85955222389156e-42","9.179943416456873e-44"
"L_delbrueckii_ME-790_01674","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_ME-793_01369","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_MGYG_HGUT_01369_01376","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_MGYG_HGUT_01369_01420","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_01210","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_01447","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_01555","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_bulgaricus_KW14_3_01921","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_bulgaricus_ST7_01737","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_indicus_DSM_15996_00181","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_lactis_FAM_1200_01543","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_lactis_FAM_21755_00897","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_lactis_FAM_24199_01834","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_lactis_NCIMB_702468_00523","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_lactis_NCIMB_702469_00760","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_lactis_NCIMB_8140_01731","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_lactis_NCIMB_8882_00870","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_sunkii_CIP_101810_01743","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_sunkii_NRIC_0767_00725","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_equicursoris_DSM_19284_00092","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_equicursoris_DSM_19284_00615","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_equicursoris_DSM_19284_00975","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_equicursoris_DSM_19284_01150","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_equicursoris_DSM_19284_01155","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_equicursoris_DSM_19284_01614","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_equicursoris_DSM_19284_01882","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_nasalidis_YZ01_01061","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_nasalidis_YZ01_01513","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_sp_W8086_01478/0.1","","","77","63","41","825","65.2542372881356","92.9054054054054","24.59349593495935","4.478916603910172e-46","1.1199530968077385e-41","9.179943416456873e-44"
"L_delbrueckii_subsp_sunkii_CIP_101810_01351","","","76","60","42","828","64.40677966101694","93.24324324324324","24.97142857142857","5.345884765436979e-46","1.3367384855975165e-41","1.0867792565833467e-43"
"L_delbrueckii_QAULDN61_00895","","","74","54","44","834","62.71186440677966","93.91891891891892","25.974747474747474","6.3216273584239684e-46","1.5807229209739133e-41","1.2747765491725107e-43"
"L_delbrueckii_subsp_bulgaricus_LDB-C1_01312/3/0.1","","","77","64","41","824","65.2542372881356","92.7927927927928","24.179878048780488","9.407132910257271e-46","2.352253584209831e-41","1.8521681765431737e-43"
"L_delbrueckii_subsp_lactis_NCIMB_700860_00303","","","77","64","41","824","65.2542372881356","92.7927927927928","24.179878048780488","9.407132910257271e-46","2.352253584209831e-41","1.8521681765431737e-43"
"L_nasalidis_YZ03_01457","","","77","64","41","824","65.2542372881356","92.7927927927928","24.179878048780488","9.407132910257271e-46","2.352253584209831e-41","1.8521681765431737e-43"
"L_delbrueckii_ME-795_01130","","","66","33","52","855","55.932203389830505","96.28378378378379","32.88461538461539","1.0416454011621406e-45","2.6046343256059327e-41","2.034870566879635e-43"
"L_delbrueckii_TS1-06_01051","","","76","61","42","827","64.40677966101694","93.13063063063063","24.53239656518345","1.1435092248226216e-45","2.8593448166689655e-41","2.1827059669228743e-43"
"L_delbrueckii_subsp_lactis_FAM_1200_01470","","","76","61","42","827","64.40677966101694","93.13063063063063","24.53239656518345","1.1435092248226216e-45","2.8593448166689655e-41","2.1827059669228743e-43"
"L_delbrueckii_subsp_lactis_NCIMB_702468_00103","","","76","61","42","827","64.40677966101694","93.13063063063063","24.53239656518345","1.1435092248226216e-45","2.8593448166689655e-41","2.1827059669228743e-43"
"L_delbrueckii_subsp_lactis_NCIMB_702469_00814","1020_g_1325","1020_g_1483","116","306","2","582","98.30508474576271","65.54054054054053","110.31372549019608","1.3017350498160899e-45","3.2549884920651325e-41","2.4631283795344753e-43"
"L_delbrueckii_subsp_bulgaricus_ATCC_11842_01952","","","75","58","43","830","63.559322033898304","93.46846846846847","24.95990376904571","1.3101222734576494e-45","3.2759607447808523e-41","2.4631283795344753e-43"
"L_delbrueckii_ME-783_00782","","","94","136","24","752","79.66101694915254","84.68468468468468","21.65686274509804","1.533420408557272e-45","3.834317731597459e-41","2.861431142983178e-43"
"L_delbrueckii_ME-797_01034","","","77","65","41","823","65.2542372881356","92.68018018018019","23.778986866791744","1.9590856935808755e-45","4.898693776798979e-41","3.549778099129695e-43"
"L_delbrueckii_subsp_delbrueckii_KCTC_13731_00732","","","77","65","41","823","65.2542372881356","92.68018018018019","23.778986866791744","1.9590856935808755e-45","4.898693776798979e-41","3.549778099129695e-43"
"L_delbrueckii_subsp_lactis_NCIMB_702469_01003","","","77","65","41","823","65.2542372881356","92.68018018018019","23.778986866791744","1.9590856935808755e-45","4.898693776798979e-41","3.549778099129695e-43"
"L_delbrueckii_subsp_sunkii_JCM_17838_01698","","","77","65","41","823","65.2542372881356","92.68018018018019","23.778986866791744","1.9590856935808755e-45","4.898693776798979e-41","3.549778099129695e-43"
"L_delbrueckii_subsp_bulgaricus_CIRM_BIA_864_00485","","","76","62","42","826","64.40677966101694","93.01801801801803","24.107526881720432","2.4239968423892315e-45","6.061204104394273e-41","4.298726315173243e-43"
"L_delbrueckii_subsp_bulgaricus_UBLB01_00517","","","76","62","42","826","64.40677966101694","93.01801801801803","24.107526881720432","2.4239968423892315e-45","6.061204104394273e-41","4.298726315173243e-43"
"L_delbrueckii_subsp_lactis_CIRM_BIA_230_01517","","","76","62","42","826","64.40677966101694","93.01801801801803","24.107526881720432","2.4239968423892315e-45","6.061204104394273e-41","4.298726315173243e-43"
"L_delbrueckii_ME-785_00598","","","71","47","47","841","60.16949152542372","94.7072072072072","27.030783159800816","2.7319394282070518e-45","6.831214540231733e-41","4.810714464951925e-43"
"L_delbrueckii_subsp_indicus_DSM_15996_00496","","","75","59","43","829","63.559322033898304","93.35585585585585","24.5072920772566","2.8311117721992844e-45","7.07919498638431e-41","4.916107629433549e-43"
"L_delbrueckii_subsp_jakobsenii_DSM_26046_00754","","","75","59","43","829","63.559322033898304","93.35585585585585","24.5072920772566","2.8311117721992844e-45","7.07919498638431e-41","4.916107629433549e-43"
"L_delbrueckii_MGYG_HGUT_01369_01240/11","","","74","56","44","832","62.71186440677966","93.69369369369369","24.98701298701299","3.1103057085054444e-45","7.777319424117864e-41","5.363668568357148e-43"
